sst,chl_log,ssh,current_speed,current_dir,sst_gradient,chl_gradient,front_strength,ftle,ftle_ridge,thermocline_depth,d20_depth,mld,dist_to_front,dist_to_eddy,dist_to_seamount,dist_to_shelf_break,bathy_depth,bathy_slope,moon_phase,season_sin,season_cos,day_of_year_sin,day_of_year_cos,sst_7d_trend,chl_30d_anomaly,sst_x_chl,front_x_ftle,ssh_x_thermo,sst_local_std,chl_local_mean,current_local_mean,ais_fishing_density,viirs_light_density,lunar_cpue_modifier,zooplankton_index,spawning_season,enso_oni,omz_compression,eddy_enrichment,dvm_accessible_depth,salinity_front_strength,productivity_front,habitat_compression_ratio,cpue_target
18.352636287715285,-0.24431635215734404,0.032866200228248106,1.0058794535558215,1.3674670947285863,0.0006208033731605061,0.0071539061098673095,0.0948474296884003,0.03467232897844743,0.0,179.11778833058622,222.9355476537317,32.28152649362171,216.69823366692142,294.16082451358886,122.22972773852766,60.95027334204589,-4630.737911844308,0.22909613553608826,0.9928079572704449,-0.004300592702981974,0.9999907524084426,-0.004300592702981974,0.9999907524084426,-0.03719304635478171,0.11018487617870808,-4.483849150285098,0.003288581284916377,5.886921095714009,0.9769061240172052,0.5395191692170035,1.0478578580945341,0.26447408229491226,0.08120400230898667,1.3455731504826813,0.34519109192335495,0.0,-0.6752118928221157,0.8625282306980722,0.054281102944508906,259.7158228735773,0.08757734247045348,0.028164978742029112,0.7724707452766617,1.7922812510711875e-11
23.287213229174373,-0.5150628641789953,0.03619218539288437,0.23936682391605815,1.931649749632797,0.0014561732220688683,0.0036034663993720394,0.06363840312007057,0.003362765507336602,0.0,131.8141413200733,154.6986884234493,49.55422693464372,88.79984711609302,25.401587320390146,500.0,71.72839401436035,-4219.260912088285,2.6451955138875123,0.34153826220162287,-0.9850556718215013,0.172236243027682,-0.9850556718215013,0.172236243027682,-0.02607693223931917,-0.4754580983459962,-11.994378744565543,0.00021400102695415534,4.7706418400599535,0.7147940452203955,0.21332867140007788,0.3111171328155049,0.23609006336036703,0.11720239711645422,0.8387490214270612,0.575880586851001,0.0,1.3760714033971977,0.998053539975758,0.7615213229857327,107.40030916516912,0.025537064311397937,0.0,0.6577878518168199,0.002585775135232337
19.136848378937998,-0.16067416244136265,0.1320661655528167,0.42657641238764393,3.133697014856728,0.0022329078248324963,0.006920967292832878,0.14235970407425713,0.03680223416224081,0.0,197.65468665685967,245.08121900361445,37.420387182553426,6.464074563050369,57.66141629984678,229.97211043229663,77.04952858774533,-3774.410269402214,0.45423609150577676,0.16285655124270249,0.9039461929224011,-0.42764620926777464,0.9039461929224011,-0.42764620926777464,-0.04719767623610011,-0.15695584943119828,-3.0747970850532114,0.005239155164608118,26.103496570314938,0.346277358883422,0.5949279901059416,0.5010826295024725,0.24562685421879,0.18595182341477168,1.1733434039688717,0.42265144324205006,1.0,-1.683541794900052,0.9843478857036897,0.5769523983519238,235.7330136000233,0.08162341595074377,0.1126283545357622,0.9728048645505255,7.720767288863159e-10
21.243340249772398,0.4032837219309805,-0.03427861508643793,0.7421564960500765,-1.2794949313717228,0.0033989298786449964,0.003496700966390588,0.06292521448216107,0.06639803342991678,0.0,183.36703067839738,209.97628214881325,95.90367938780727,6.7885084053270495,78.62335164947132,307.2541571804364,138.60453731024808,-1098.1503059292208,0.18358632666909852,0.5191672349143215,-0.17541259380427843,0.9844950085880858,-0.17541259380427843,0.9844950085880858,0.06505791743260154,0.02764102587065602,8.567093322174417,0.004178110494771214,-6.28556786416784,0.4633654533491329,2.467980257895725,0.7601043180826501,0.07454117369754192,0.01158344953873488,0.6468665035804658,0.6132979148295653,0.0,0.2623222290803461,0.9590751198794808,0.46179228135727235,230.6544853062163,0.05562783248988832,0.0733402791740118,0.879313784649142,2.639636874182177e-07
31.516629099957015,-1.3624650743088331,-0.1476857816845732,0.17787036812277543,-0.578417780059548,0.019950431532260126,0.0005667469495911899,0.1639344837654978,0.01650065025106777,0.0,112.15711793531977,176.66660647296135,33.33055197095746,19.677439211022588,11.253683806822865,221.96691404392618,37.518495314397846,-2097.4027148404334,0.1549889375600923,0.5332498098317082,-0.00645086419810515,-0.9999791929590823,-0.00645086419810515,-0.9999791929590823,0.03167107705136746,-0.038995977223957395,-42.940306408636864,0.0027050255807038264,-16.564011633766565,0.834745099778625,0.01,0.1801732750516312,0.1995202595071928,0.0823699443446152,0.6861976805993157,0.24029995195455958,1.0,0.21284189777160176,0.9237399414822862,0.8808062205637189,99.19344756782915,0.015463255248558835,0.11113587873593367,0.5180200477919708,0.003069425405713743
18.44746364597593,-0.39195761657527806,0.1067222416571983,0.029118449926185855,-2.2819192097645122,0.0011298575440024743,0.019940324107357865,0.04488270113332711,0.111765744253358,1.0,207.05916309704486,279.8110529541336,84.20110685178497,175.12185537360838,27.563612598252195,63.69019273084331,60.67611255970965,-3671.9847828637485,0.7787765473251677,0.17791248829614448,-0.00645086419810515,-0.9999791929590823,-0.00645086419810515,-0.9999791929590823,0.030249668783943667,0.0955221459513541,-7.230623882535815,0.005016348496267339,22.09781804138006,0.31015472686181106,0.3978175736112004,0.09552628097097571,0.06865152171816137,0.04791697244763764,1.0990746002910798,0.3881319742876553,1.0,0.6377223401957776,0.9836878159188086,0.6822754776098009,212.04665404216865,0.03602435734599542,0.15050150645443758,1.0184078795645422,2.21053357663027e-11
24.008131975813072,-0.16604428196778184,-0.03314881720972547,0.07442556064603192,0.4704342081276285,0.03816167246455716,0.0018721011075952048,0.08855728706029398,0.05029988342974615,0.0,173.95547844777437,212.00181360832403,112.7221202683436,44.88269639174145,26.062526842929586,143.7143210637733,349.62103896377823,-1053.300861794307,0.021874228075345472,0.6131094189941395,0.3953117887649151,-0.9185469991587165,0.3953117887649151,-0.9185469991587165,0.06236057105712252,0.1578733111339411,-3.986413035311625,0.004454421215987354,-5.766418357695611,0.06187488506579007,0.6228251167090978,0.15854473991303686,0.32831493762080083,0.03195051757796579,0.7157745443409218,0.3666904243826319,1.0,0.695333073995626,0.9911261256453207,0.6967092241105423,227.8620493742793,0.0706567014455618,0.0,0.8620590969436035,0.008067748728365558
21.636630472757197,-0.8028397366700104,0.1114592444577377,0.19900440245446918,3.1263875792762326,0.05037013618006347,0.0038441348020238765,0.5419899354391395,0.05985334840892527,0.0,159.5161269392682,214.04568807705726,36.31929094255507,44.18536704887723,29.817654211380823,439.739607643631,286.9132014946973,-1949.856152515699,0.4221384521474558,0.01412473347682397,0.7905633969115482,0.612380204990065,0.7905633969115482,0.612380204990065,0.14063246241193617,0.12169034728593582,-17.37074671117471,0.03243991243996973,17.77954698747541,0.125068481706633,0.12231863228230985,0.25568283759825045,0.5552525829217819,0.12301796710386936,1.3023287426731605,0.3414864324361262,0.0,0.5078626132048593,0.9811403562605464,0.7129759569125776,171.20073399144562,0.13211150253746537,0.22216479533431568,0.7825385480724807,1.2149782023583565e-05
27.18181482351556,0.01965289402138015,0.03833771131824704,0.1760404739155206,1.2621726112815157,0.09993002432339632,0.019441702979611532,0.6344589607124848,0.04698329143793713,0.0,125.48656372079921,164.60569089067957,32.23266763330726,89.1024384278812,52.73747687404581,53.82968856436764,35.79785179705903,-2290.9273008394,0.783061193456887,0.9276684024542216,-0.3893781415452015,0.9210779895789526,-0.3893781415452015,0.9210779895789526,-0.08546130519550778,-0.04285498851089305,0.5342013260353313,0.029808970256565374,4.810867654246812,0.39901783474598834,1.0075876800359926,0.12896359380403055,0.0742973678290054,0.051392699874023576,1.2022629436369283,0.4847478035446117,0.0,-0.34463846022697064,0.860522909941435,0.5897382297092605,134.2276387019426,0.2997960246678383,0.5131140670949836,0.5399203148578672,0.13497382004436803
23.037142112952257,-0.41926145345246213,-0.013113753020334493,0.2433626086879716,0.598239919940132,0.00019593150184364926,0.010960869399056874,0.0,0.08528073961558698,0.0,142.74699686217463,183.31972591012277,51.25890637444412,61.510351273595575,32.445210048798586,8.493169462158038,110.2755389024073,-6255.259952641861,0.8792589969981708,0.26457427782126164,0.10303137904317879,0.9946781061893646,0.10303137904317879,0.9946781061893646,-0.036918829043855406,-0.3692674022240961,-9.658585685667287,0.0,-1.871948861245021,0.02654971638621445,0.35881109059356375,0.2534298513487177,0.8192996346807897,0.14130165956231366,0.9329006330942089,0.3086849310906127,0.0,-1.852257880928509,0.9434006779961519,0.692510937135546,166.29199505988765,0.006298796833381709,0.0024439089914325626,0.6733380681084505,0.0017974022377355047
