lat,lon,month,proxy_cpue,total_fishing_hours,sst,chl,ssh,eke,current_speed,month_sin,month_cos,sst_chl_interaction,bathy_depth,bathy_slope,bathy_dist_to_seamount,bathy_dist_to_shelf_break
15.0,120.0,2,0.0038258545100688934,42.67194444444445,23.778015,0.4777315,0.05541737,0.0024532345805912147,0.04905378137591365,0.8660254037844386,0.5000000000000001,-7.628371,-113.0,0.9963775873184204,195.43878173828125,300.0
15.0,120.0,3,0.0003717294312082231,4.146111111111111,23.016676,0.79974425,0.061739624,0.0010646385376490812,0.06134842698123058,1.0,6.123233995736766e-17,-2.2337425,-113.0,0.9963775873184204,195.43878173828125,300.0
15.0,124.75,2,0.001378208165988326,15.371944444444445,22.382729,0.36262807,0.035175968,5.0230509379509776e-05,0.023662472534467203,0.8660254037844386,0.5000000000000001,-9.8604555,-5893.0,8.12321662902832,134.25738525390625,300.0
15.0,128.0,3,0.0016371187521144748,18.259722222222223,22.598986,0.11834044,0.039154783,0.0006173189165781215,0.027423974103760105,1.0,6.123233995736766e-17,-20.94625,-5857.0,2.7909023761749268,483.31890869140625,300.0
15.0,128.25,3,0.001820567762479186,20.305833333333332,25.642933,0.14202905,0.026820872,0.00032351828945784155,0.03977047101478824,1.0,6.123233995736766e-17,-21.735535,-5817.5,0.5434326529502869,500.0,300.0
15.0,128.5,1,0.0009304692503064871,10.378055555555555,23.612837,0.102592304,0.042231355,0.000788318765487568,0.04333187454306359,0.49999999999999994,0.8660254037844387,-23.350386,-5778.0,1.72238028049469,500.0,300.0
15.0,128.5,3,0.001245291088707745,13.889444444444445,22.543894,0.25258413,0.022771593,0.0005301775941602886,0.05920678763220862,1.0,6.123233995736766e-17,-13.472095,-5778.0,1.72238028049469,500.0,300.0
15.0,128.75,1,0.00089846650371328,10.02111111111111,21.617134,0.14796412,-0.07453511,0.00037680224274677133,0.05025137088924924,0.49999999999999994,0.8660254037844387,-17.93884,-5635.0,3.209155559539795,500.0,300.0
15.0,128.75,3,0.0035137224476784468,39.190555555555555,24.556099,0.14630906,0.017665986,0.0009559225457431491,0.026401158997666287,1.0,6.123233995736766e-17,-20.497683,-5635.0,3.209155559539795,500.0,300.0
15.0,129.0,1,0.002441694028675556,27.23361111111111,22.370522,0.116762914,0.0763064,0.0013176986250450857,0.022336014478783098,0.49999999999999994,0.8660254037844387,-20.864876,-5492.0,1.2608234882354736,500.0,300.0
15.0,129.0,3,0.0005336357280611992,5.951944444444445,23.936415,0.119439796,-0.010395808,0.001468642904088611,0.062084658260834556,1.0,6.123233995736766e-17,-22.089743,-5492.0,1.2608234882354736,500.0,300.0
15.0,129.25,1,0.0009982602205127478,11.134166666666665,24.849045,0.10109345,0.007991509,0.001309397212578657,0.06126430108565929,0.49999999999999994,0.8660254037844387,-24.731682,-5533.0,0.6755589246749878,500.0,300.0
15.0,129.25,2,0.0007492866134271026,8.357222222222223,22.398428,0.12299122,-0.03219956,0.0004501549896380301,0.05894634125992147,0.8660254037844386,0.5000000000000001,-20.38539,-5533.0,0.6755589246749878,500.0,300.0
15.0,129.25,3,0.00023437931668013334,2.6141666666666667,25.486485,0.12725686,0.073628776,0.0013264825981713258,0.03822018313231179,1.0,6.123233995736766e-17,-22.81853,-5533.0,0.6755589246749878,500.0,300.0
15.0,129.5,1,0.002335848519578576,26.053055555555552,23.995998,0.20107895,0.021662604,0.0020017468690610284,0.010139427831780908,0.49999999999999994,0.8660254037844387,-16.716413,-5574.0,1.211746335029602,500.0,300.0
15.0,129.5,2,0.0008458675583824515,9.434444444444445,24.35182,0.13011266,0.008168601,0.001173814334196207,0.019125019019368493,0.8660254037844386,0.5000000000000001,-21.56793,-5574.0,1.211746335029602,500.0,300.0
15.0,129.5,3,0.004717920441180468,52.62166666666667,23.124397,0.14109316,0.09734861,0.0008309055293047714,0.03588409490128239,1.0,6.123233995736766e-17,-19.667162,-5574.0,1.211746335029602,500.0,300.0
15.0,129.75,1,0.0027672499418258667,30.86472222222222,22.702986,0.16334547,0.03989318,0.0008240870378608634,0.05465934841025942,0.49999999999999994,0.8660254037844387,-17.864819,-5643.0,1.7746995687484741,500.0,300.0
15.0,129.75,2,0.0006037676939740777,6.734166666666666,23.266302,0.16597551,-0.011981968,0.0009376403410921851,0.041793376469252914,0.8660254037844386,0.5000000000000001,-18.146692,-5643.0,1.7746995687484741,500.0,300.0
15.0,129.75,3,0.0005696979351341724,6.354166666666667,21.26035,0.13565065,0.03650839,0.0011246177396481444,0.044031851916461244,1.0,6.123233995736766e-17,-18.445015,-5643.0,1.7746995687484741,500.0,300.0
15.0,130.0,1,0.0004558579530566931,5.084444444444445,21.33422,0.10754873,0.0063215513,0.000670869709849466,0.045070240399250894,0.49999999999999994,0.8660254037844387,-20.659946,-5712.0,1.363919973373413,500.0,300.0
15.0,130.0,2,6.803998985560611e-05,0.7588888888888888,23.728418,0.21486147,0.031851232,0.0012662712261701644,0.04630420041822333,0.8660254037844386,0.5000000000000001,-15.846821,-5712.0,1.363919973373413,500.0,300.0
15.0,130.0,3,0.002591421827673912,28.90361111111111,20.57912,0.121047564,0.026468787,0.0025054087249426864,0.04462867303343482,1.0,6.123233995736766e-17,-18.871958,-5712.0,1.363919973373413,500.0,300.0
15.0,130.25,2,0.0010130286682397127,11.29888888888889,23.576252,0.11910329,-0.03530997,0.001763865130311625,0.05805094075496663,0.8660254037844386,0.5000000000000001,-21.786255,-5759.0,0.6385679244995117,500.0,300.0
15.0,130.25,3,0.0012643681839108467,14.102222222222222,24.645416,0.0916144,0.09359858,0.00033408332804185214,0.05570510502655201,1.0,6.123233995736766e-17,-25.582834,-5759.0,0.6385679244995117,500.0,300.0
15.0,130.5,2,0.002779229311272502,30.99833333333333,26.411139,0.088442825,-0.00518943,0.0011782497683189444,0.04021954226256723,0.8660254037844386,0.5000000000000001,-27.819838,-5806.0,1.416225552558899,500.0,300.0
15.0,130.5,3,0.0006524317432194948,7.276944444444444,21.134398,0.12152088,-0.029654792,0.001388448405728923,0.034307355188554975,1.0,6.123233995736766e-17,-19.345352,-5806.0,1.416225552558899,500.0,300.0
15.0,130.75,1,0.00011436296335887164,1.2755555555555556,25.786747,0.09331782,0.007358771,0.0015806776960076345,0.029891523132640666,0.49999999999999994,0.8660254037844387,-26.561262,-5651.0,3.360884666442871,500.0,300.0
15.0,130.75,2,0.0022389190271496773,24.971944444444446,23.4681,0.17471044,-0.05724725,0.0012269142076317648,0.05108834959843016,0.8660254037844386,0.5000000000000001,-17.781336,-5651.0,3.360884666442871,500.0,300.0
15.0,131.0,1,0.002808567136526108,31.325555555555557,24.635963,0.08090648,-0.0425596,0.0014181130070552166,0.05164239611069859,0.49999999999999994,0.8660254037844387,-26.902884,-5496.0,1.875359296798706,500.0,300.0
15.0,131.0,2,0.003397391876205802,37.89305555555556,23.504032,0.13010132,-0.010872941,0.0012549888825358266,0.05158674026485177,0.8660254037844386,0.5000000000000001,-20.817951,-5496.0,1.875359296798706,500.0,300.0
15.0,131.0,3,0.0020031698513776064,22.3425,22.3917,0.20522591,0.047154874,0.00045337947351355916,0.056757705546563564,1.0,6.123233995736766e-17,-15.4002905,-5496.0,1.875359296798706,500.0,300.0
15.0,131.25,2,0.00039713236037641764,4.429444444444444,21.667578,0.14773805,0.08105938,0.000662958180738577,0.061163228151971644,0.8660254037844386,0.5000000000000001,-17.995089,-5403.0,1.08097505569458,500.0,300.0
15.0,131.25,3,0.001060447539202869,11.827777777777778,24.08371,0.14929637,0.118304186,0.000987337770849245,0.03671897479983566,1.0,6.123233995736766e-17,-19.891958,-5403.0,1.08097505569458,500.0,300.0
15.0,131.5,1,0.0022218094673007727,24.78111111111111,22.1315,0.09098843,0.019610688,0.0013202148741903652,0.05142983023882783,0.49999999999999994,0.8660254037844387,-23.039198,-5310.0,3.7435081005096436,500.0,300.0
15.0,131.5,2,0.0009385881712660193,10.46861111111111,24.371609,0.1166731,0.09580754,0.0009780715936423083,0.08624284475892216,0.8660254037844386,0.5000000000000001,-22.739426,-5310.0,3.7435081005096436,500.0,300.0
15.0,131.5,3,0.0022575727198272943,25.180000000000003,24.404274,0.089866765,-0.030078853,0.0014000285686318551,0.044303982824664016,1.0,6.123233995736766e-17,-25.536654,-5310.0,3.7435081005096436,500.0,300.0
15.0,131.75,2,0.0001837229065131396,2.0491666666666664,24.202993,0.13356176,0.019490547,0.0006505659325008315,0.025930475055632923,0.8660254037844386,0.5000000000000001,-21.16111,-5666.5,5.43618631362915,500.0,300.0
15.0,131.75,3,0.0005466609727591276,6.097222222222221,22.797155,0.14983165,0.03417162,0.00042481451265995076,0.05000379538677847,1.0,6.123233995736766e-17,-18.793894,-5666.5,5.43618631362915,500.0,300.0
15.0,132.0,1,0.0012779164826497436,14.253333333333334,24.045984,0.088702925,0.031154264,0.0011653220672956151,0.03126935469443744,0.49999999999999994,0.8660254037844387,-25.297867,-6023.0,3.001652240753174,500.0,300.0
15.0,132.0,2,0.0009111430845223367,10.162500000000001,23.66975,0.13682263,0.07728563,0.0017299771763402438,0.027918462316549767,0.8660254037844386,0.5000000000000001,-20.446926,-6023.0,3.001652240753174,500.0,300.0
15.0,132.0,3,0.0017265520291402936,19.25722222222222,22.06127,0.1349576,0.049157307,0.001424420283916826,0.10259498472874017,1.0,6.123233995736766e-17,-19.188951,-6023.0,3.001652240753174,500.0,300.0
15.0,132.5,1,0.002497879322618246,27.860277777777778,24.326258,0.16212891,0.07117001,0.0015100678233111813,0.04320601040351755,0.49999999999999994,0.8660254037844387,-19.221138,-4717.0,3.0108084678649902,500.0,300.0
15.0,132.5,2,0.0011283878702670336,12.585555555555556,24.27344,0.09145751,0.011294056,0.0008617853965211238,0.04889187541132657,0.8660254037844386,0.5000000000000001,-25.21478,-4717.0,3.0108084678649902,500.0,300.0
15.0,132.5,3,0.00027846088050864637,3.1058333333333334,26.94191,0.06586074,0.057782933,0.0002188651285866713,0.040963086181560915,1.0,6.123233995736766e-17,-31.828455,-4717.0,3.0108084678649902,500.0,300.0
15.0,132.75,1,0.003835891140624881,42.78388888888889,25.104181,0.11746904,-0.030416485,0.0007330477854181996,0.0575434348032022,0.49999999999999994,0.8660254037844387,-23.348812,-5054.0,5.3802571296691895,500.0,300.0
15.0,132.75,2,0.00017097163072321564,1.9069444444444443,22.040268,0.122956224,0.025414413,0.0007694961002806995,0.07854264899215324,0.8660254037844386,0.5000000000000001,-20.062141,-5054.0,5.3802571296691895,500.0,300.0
15.0,132.75,3,0.001085427007637918,12.106388888888889,24.421633,0.06276189,0.03279347,0.0007636680435513965,0.060021954663477366,1.0,6.123233995736766e-17,-29.362226,-5054.0,5.3802571296691895,500.0,300.0
15.0,133.0,1,0.0027301169466227293,30.450555555555557,22.282722,0.11126054,0.048720866,0.0016435875235640094,0.03064044627788829,0.49999999999999994,0.8660254037844387,-21.250114,-5391.0,0.4140152037143707,500.0,300.0
15.0,133.0,2,0.0003475219418760389,3.8761111111111113,22.634815,0.09986428,-0.009529896,0.00216021697197417,0.05370230154031348,0.8660254037844386,0.5000000000000001,-22.648167,-5391.0,0.4140152037143707,500.0,300.0
15.0,133.0,3,0.0008570249192416668,9.55888888888889,21.580177,0.15166199,0.1295793,0.0017393165676384062,0.02605655009766181,1.0,6.123233995736766e-17,-17.676825,-5391.0,0.4140152037143707,500.0,300.0
15.0,133.25,1,0.0007766071939840913,8.661944444444444,22.745815,0.16833344,-0.0119113065,0.00140686151406447,0.059129814218306535,0.49999999999999994,0.8660254037844387,-17.601385,-5094.5,5.09113883972168,500.0,300.0
15.0,133.25,3,0.0006017006235197186,6.711111111111111,22.08177,0.11307098,-0.1385912,0.0005604403705687931,0.04434349927849717,1.0,6.123233995736766e-17,-20.903683,-5094.5,5.09113883972168,500.0,300.0
15.0,133.5,2,0.0007139964727684855,7.963611111111112,21.266132,0.1877854,-0.04836926,0.0009011913249964434,0.049968686462444054,0.8660254037844386,0.5000000000000001,-15.4464035,-4798.0,3.0553483963012695,500.0,300.0
15.0,133.5,3,0.002704290673136711,30.1625,25.634653,0.07479999,0.08163093,0.0011618954101258769,0.03392360720309068,1.0,6.123233995736766e-17,-28.867142,-4798.0,3.0553483963012695,500.0,300.0
15.0,133.75,2,0.000960753473918885,10.715833333333334,23.831451,0.12213016,-0.006872546,0.0012019689298860279,0.042623324777300776,0.8660254037844386,0.5000000000000001,-21.762335,-4758.5,1.1861377954483032,500.0,300.0
15.0,133.75,3,0.0006715835770592093,7.490555555555557,23.64351,0.14033167,0.102774076,0.0004413498569297168,0.07903716354193988,1.0,6.123233995736766e-17,-20.164234,-4758.5,1.1861377954483032,500.0,300.0
15.0,134.0,1,0.0003699114022310823,4.125833333333333,20.545504,0.10991321,0.052889496,0.001331455411087173,0.03928898611074738,0.49999999999999994,0.8660254037844387,-19.702112,-4719.0,2.2406795024871826,500.0,300.0
