year,month,lat,lon,lat5c,lon5c,hhooks,cpue_yft,cpue_bet,cpue_alb,cpue_total,sst,ssh,mld,current_speed,sst_gradient_max,ssh_variance,front_strength,chl,do_surface,season_sin,season_cos
2012,1,0.000000,120.000000,2.500000,122.500000,17363.870000,13.667057,4.223598,0.000000,17.890655,29.386869,0.726047,13.331484,0.295594,134.314017,0.023980,0.078833,0.108015,201.391174,0.500000,0.866025
2012,1,0.000000,125.000000,2.500000,127.500000,23007.890000,13.730420,4.160182,0.000000,17.890602,29.129356,0.702058,15.493406,0.295191,134.751318,0.025858,0.125832,0.107211,200.065445,0.500000,0.866025
2012,1,0.000000,130.000000,2.500000,132.500000,10807.750000,13.205246,7.315306,0.000000,20.520552,29.516195,0.732331,19.183246,0.379550,118.107004,0.022079,0.005279,0.191714,201.432266,0.500000,0.866025
2012,1,0.000000,135.000000,2.500000,137.500000,7649.300000,10.553907,6.010877,0.007844,16.572628,29.783513,0.773106,22.405122,0.376568,0.380342,0.015211,0.000000,0.108098,200.764450,0.500000,0.866025
2012,1,0.000000,140.000000,2.500000,142.500000,2174.980000,2.911751,18.764770,0.000000,21.676521,29.849999,0.791775,24.964735,0.353412,0.341118,0.016366,0.000000,0.099472,199.860153,0.500000,0.866025
2012,1,0.000000,145.000000,2.500000,147.500000,4430.010000,8.431358,19.363839,0.017381,27.812578,29.700510,0.787836,28.801251,0.331170,0.431485,0.017573,0.000000,0.165373,199.835922,0.500000,0.866025
2012,1,0.000000,150.000000,2.500000,152.500000,5499.210000,9.899058,17.605802,0.007092,27.511952,29.321884,0.778334,24.189777,0.387698,0.422357,0.022269,0.000000,0.191138,199.251511,0.500000,0.866025
2012,1,0.000000,155.000000,2.500000,157.500000,6566.370000,6.554611,9.096655,0.020864,15.672129,29.105567,0.758465,22.850481,0.423270,0.357376,0.024432,0.000000,0.202210,199.412582,0.500000,0.866025
2012,1,0.000000,-155.000000,2.500000,-152.500000,1331.690000,2.984178,12.848336,0.013517,15.846030,,,,,,,,,,0.500000,0.866025
2012,1,0.000000,160.000000,2.500000,162.500000,4771.500000,3.005973,5.999371,0.681966,9.687310,28.659270,0.729890,20.394800,0.372347,0.772757,0.026116,0.001389,0.199235,200.144974,0.500000,0.866025
2012,1,0.000000,-160.000000,2.500000,-157.500000,1468.700000,15.566828,15.100429,0.000000,30.667257,,,,,,,,,,0.500000,0.866025
2012,1,0.000000,165.000000,2.500000,167.500000,9070.000000,7.390187,15.346196,0.607718,23.344101,28.166599,0.698578,21.317579,0.362152,89.832410,0.023649,0.002779,0.202386,200.699799,0.500000,0.866025
2012,1,0.000000,-165.000000,2.500000,-162.500000,2593.730000,5.460476,13.681069,0.026988,19.168533,,,,,,,,,,0.500000,0.866025
2012,1,0.000000,170.000000,2.500000,172.500000,9362.210000,4.490927,19.879174,0.401508,24.771608,27.827933,0.676214,24.586523,0.379390,125.138764,0.024533,0.019537,0.234376,201.194717,0.500000,0.866025
2012,1,0.000000,-170.000000,2.500000,-167.500000,4881.790000,2.836050,16.349126,0.048138,19.233314,,,,,,,,,,0.500000,0.866025
2012,1,0.000000,175.000000,2.500000,177.500000,7072.320000,3.720420,17.588853,0.240091,21.549364,27.430272,0.651174,27.825719,0.408232,0.653177,0.023720,0.000000,0.204629,202.621658,0.500000,0.866025
2012,1,0.000000,-175.000000,2.500000,-172.500000,6201.420000,3.165565,20.325184,0.046118,23.536867,,,,,,,,,,0.500000,0.866025
2012,1,0.000000,-180.000000,2.500000,-177.500000,1598.970000,2.993802,21.857821,0.127582,24.979205,,,,,,,,,,0.500000,0.866025
2012,1,5.000000,130.000000,7.500000,132.500000,3566.060000,3.386651,14.482931,0.000000,17.869582,28.977912,0.635938,33.584396,0.329186,129.783552,0.048776,0.007804,0.101300,200.494858,0.500000,0.866025
2012,1,5.000000,135.000000,7.500000,137.500000,3547.960000,2.885038,12.059606,0.000000,14.944644,28.951006,0.650113,34.872429,0.327234,128.748136,0.051679,0.006954,0.087076,199.545654,0.500000,0.866025
2012,1,5.000000,145.000000,7.500000,147.500000,1806.290000,5.061756,41.449601,0.000000,46.511358,29.009215,0.699231,49.782007,0.280126,1.292690,0.043797,0.003889,0.073886,199.300629,0.500000,0.866025
2012,1,5.000000,150.000000,7.500000,152.500000,1428.040000,8.031988,16.640290,0.000000,24.672278,28.835984,0.701139,46.792345,0.210566,114.956802,0.038361,0.008073,0.077770,199.672531,0.500000,0.866025
2012,1,5.000000,155.000000,7.500000,157.500000,7090.800000,5.310825,13.539375,0.005923,18.856123,28.878307,0.701003,51.349070,0.168842,123.552460,0.039374,0.023909,0.105262,200.273300,0.500000,0.866025
2012,1,5.000000,160.000000,7.500000,162.500000,1470.610000,1.881532,10.586763,0.046919,12.515215,28.710473,0.683053,47.779950,0.178254,1.394120,0.040725,0.036111,0.118205,200.553711,0.500000,0.866025
2012,1,5.000000,165.000000,7.500000,167.500000,7189.780000,4.557163,11.106181,0.430611,16.093956,28.452856,0.656377,36.554951,0.163751,128.139211,0.036612,0.054674,0.157418,201.322006,0.500000,0.866025
2012,1,5.000000,170.000000,7.500000,172.500000,4571.650000,24.917481,19.966970,0.423479,45.307930,28.200698,0.604820,40.866175,0.178299,127.363552,0.043214,0.053446,0.160942,202.152710,0.500000,0.866025
2012,1,5.000000,-170.000000,7.500000,-167.500000,2060.010000,1.845622,14.996044,0.055340,16.897005,,,,,,,,,,0.500000,0.866025
2012,1,5.000000,175.000000,7.500000,177.500000,5991.180000,3.075187,19.766390,0.207972,23.049550,27.879274,0.606199,42.489439,0.174812,0.583033,0.049544,0.000000,0.196501,201.855240,0.500000,0.866025
2012,1,5.000000,-175.000000,7.500000,-172.500000,3250.910000,1.968372,19.915654,0.307914,22.191940,,,,,,,,,,0.500000,0.866025
2012,1,5.000000,-180.000000,7.500000,-177.500000,4670.210000,2.542284,19.333392,0.098068,21.973744,,,,,,,,,,0.500000,0.866025
2012,1,-5.000000,120.000000,-2.500000,122.500000,22576.100000,13.925479,3.965122,0.000000,17.890601,29.794932,0.727913,15.950273,0.117906,136.103799,0.016964,0.214056,0.111285,199.996201,0.500000,0.866025
2012,1,-5.000000,125.000000,-2.500000,127.500000,33864.150000,13.925493,3.965108,0.000000,17.890601,29.568877,0.721608,18.310776,0.168484,133.273364,0.006851,0.134985,0.097821,199.226456,0.500000,0.866025
2012,1,-5.000000,130.000000,-2.500000,132.500000,11288.050000,13.925523,3.965078,0.000000,17.890601,29.716688,0.740960,19.834381,0.109302,134.572135,0.011306,0.193628,0.138586,198.810318,0.500000,0.866025
2012,1,-5.000000,140.000000,-2.500000,142.500000,1747.540000,12.415166,0.337617,0.022889,12.775673,29.865526,0.782459,24.518045,0.286413,132.467897,0.008698,0.053982,0.224369,201.221344,0.500000,0.866025
2012,1,-5.000000,145.000000,-2.500000,147.500000,1808.400000,9.098098,1.528423,0.000000,10.626521,29.809641,0.792280,19.684309,0.350290,130.831520,0.018121,0.034788,0.176237,200.785172,0.500000,0.866025
2012,1,-5.000000,150.000000,-2.500000,152.500000,1402.680000,7.219038,0.000000,0.000000,7.219038,29.697766,0.792434,15.323503,0.346745,134.815202,0.031363,0.075007,0.192518,201.049805,0.500000,0.866025
2012,1,-5.000000,-155.000000,-2.500000,-152.500000,8079.220000,1.126223,15.577865,0.012254,16.716341,,,,,,,,,,0.500000,0.866025
2012,1,-5.000000,160.000000,-2.500000,162.500000,16753.740000,1.363099,8.099982,0.358069,9.821150,29.067195,0.758692,17.616259,0.411638,0.466240,0.052450,0.000000,0.164775,203.054398,0.500000,0.866025
2012,1,-5.000000,-160.000000,-2.500000,-157.500000,2817.400000,2.105132,14.926528,0.000000,17.031660,,,,,,,,,,0.500000,0.866025
2012,1,-5.000000,165.000000,-2.500000,167.500000,2322.290000,3.198998,11.065801,0.283772,14.548571,28.501339,0.727650,19.476235,0.445016,0.742010,0.051683,0.001111,0.174320,203.162659,0.500000,0.866025
2012,1,-5.000000,-165.000000,-2.500000,-162.500000,2772.370000,1.844631,19.112528,0.000000,20.957159,,,,,,,,,,0.500000,0.866025
2012,1,-5.000000,170.000000,-2.500000,172.500000,2385.200000,8.470569,6.298424,0.580664,15.349656,28.062076,0.700114,25.744295,0.492570,122.638875,0.051769,0.013378,0.186365,203.792419,0.500000,0.866025
2012,1,-5.000000,-170.000000,-2.500000,-167.500000,3475.870000,2.051573,14.445592,0.218363,16.715527,,,,,,,,,,0.500000,0.866025
2012,1,-5.000000,175.000000,-2.500000,177.500000,3523.200000,6.395039,15.355359,0.078622,21.829019,27.758099,0.678094,33.265855,0.472015,87.339259,0.045919,0.001668,0.198012,204.944748,0.500000,0.866025
2012,1,-5.000000,-175.000000,-2.500000,-172.500000,2002.320000,2.049123,14.844281,0.120860,17.014263,,,,,,,,,,0.500000,0.866025
2012,1,-5.000000,-180.000000,-2.500000,-177.500000,1555.630000,2.431169,17.158322,0.000000,19.589491,,,,,,,,,,0.500000,0.866025
2012,1,10.000000,110.000000,12.500000,112.500000,22906.940000,11.328445,3.420535,0.000000,14.748980,26.094984,0.623086,22.525162,0.201826,2.322351,0.048970,0.213889,0.107108,209.039597,0.500000,0.866025
2012,1,10.000000,115.000000,12.500000,117.500000,22906.940000,11.328445,3.420535,0.000000,14.748980,27.729814,0.734988,20.143040,0.198687,126.007135,0.048197,0.072361,0.092948,204.776276,0.500000,0.866025
2012,1,10.000000,150.000000,12.500000,152.500000,1890.250000,5.489221,3.214919,0.276154,8.980294,28.143393,0.857145,50.164633,0.224916,0.551998,0.077873,0.000000,0.074793,202.104050,0.500000,0.866025
2012,1,10.000000,155.000000,12.500000,157.500000,13400.080000,2.938565,0.828279,0.371117,4.137960,28.015282,0.831735,55.111853,0.229891,0.845423,0.082330,0.003889,0.099204,202.596863,0.500000,0.866025
2012,1,10.000000,-165.000000,12.500000,-162.500000,1005.040000,3.392900,13.085051,0.530327,17.008278,,,,,,,,,,0.500000,0.866025
2012,1,10.000000,170.000000,12.500000,172.500000,3872.960000,3.110799,21.196191,6.173056,30.480046,27.226625,0.732900,52.675425,0.231086,55.861881,0.073775,0.003056,0.092641,205.325790,0.500000,0.866025
2012,1,10.000000,175.000000,12.500000,177.500000,9711.420000,2.903386,15.139804,7.714423,25.757613,26.915762,0.689426,55.095704,0.249572,0.634147,0.087441,0.000000,0.105155,206.123306,0.500000,0.866025
2012,1,10.000000,-175.000000,12.500000,-172.500000,2289.230000,4.262132,29.779445,1.936022,35.977599,,,,,,,,,,0.500000,0.866025
2012,1,10.000000,-180.000000,12.500000,-177.500000,6420.430000,3.138886,27.201916,8.431990,38.772792,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,-135.000000,-7.500000,-132.500000,8869.420000,2.348970,15.259171,0.265406,17.873548,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,-140.000000,-7.500000,-137.500000,3992.940000,2.750855,11.616503,0.061609,14.428967,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,-145.000000,-7.500000,-142.500000,5755.240000,4.122330,31.209472,0.031276,35.363078,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,-150.000000,-7.500000,-147.500000,11883.830000,3.217565,18.759272,1.810359,23.787197,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,155.000000,-7.500000,157.500000,14290.050000,2.670809,9.162669,0.514834,12.348312,30.080633,0.895401,15.071463,0.120343,135.905375,0.013968,0.108205,0.169909,198.315964,0.500000,0.866025
2012,1,-10.000000,-155.000000,-7.500000,-152.500000,6224.520000,2.592650,13.656957,0.123865,16.373471,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,160.000000,-7.500000,162.500000,3118.970000,2.881079,4.645444,0.452393,7.978916,29.878364,0.897738,17.970855,0.145938,134.809616,0.020330,0.031973,0.135290,198.731308,0.500000,0.866025
2012,1,-10.000000,-160.000000,-7.500000,-157.500000,4011.690000,9.208339,14.500871,0.041379,23.750589,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,165.000000,-7.500000,167.500000,7931.990000,1.522064,4.121034,0.532023,6.175121,29.566602,0.874075,20.073720,0.113375,0.455288,0.019441,0.000000,0.115331,198.939331,0.500000,0.866025
2012,1,-10.000000,-165.000000,-7.500000,-162.500000,6554.800000,2.776134,16.528498,0.550894,19.855526,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,170.000000,-7.500000,172.500000,7205.400000,2.370722,6.459877,1.172593,10.003192,29.306599,0.844485,24.470463,0.077477,0.455480,0.024827,0.000000,0.124815,199.397278,0.500000,0.866025
2012,1,-10.000000,-170.000000,-7.500000,-167.500000,1265.350000,5.040503,12.267752,4.153791,21.462046,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,-175.000000,-7.500000,-172.500000,1179.640000,1.382625,10.882981,0.016107,12.281713,,,,,,,,,,0.500000,0.866025
2012,1,-10.000000,-180.000000,-7.500000,-177.500000,1809.060000,4.877671,8.684068,2.767736,16.329475,,,,,,,,,,0.500000,0.866025
2012,1,15.000000,110.000000,17.500000,112.500000,22906.940000,11.328445,3.420535,0.000000,14.748980,24.185053,0.675890,40.782440,0.211817,97.376251,0.079253,0.265359,0.164432,215.579926,0.500000,0.866025
2012,1,15.000000,115.000000,17.500000,117.500000,25228.750000,11.151801,3.191795,0.089620,14.433216,25.340710,0.548319,23.681599,0.223070,122.358001,0.069648,0.365460,0.129069,210.850800,0.500000,0.866025
2012,1,15.000000,125.000000,17.500000,127.500000,5873.130000,4.213767,2.879044,12.080100,19.172911,27.072216,0.972872,52.407192,0.186008,3.943327,0.079396,0.235833,0.086010,205.361282,0.500000,0.866025
2012,1,15.000000,130.000000,17.500000,132.500000,6637.260000,4.218910,4.831210,21.352034,30.402154,27.423180,1.042351,67.285602,0.160208,1.355924,0.040873,0.096944,0.081736,204.737030,0.500000,0.866025
2012,1,15.000000,155.000000,17.500000,157.500000,1176.750000,2.352241,0.869344,0.580412,3.801997,27.623845,0.920231,59.483672,0.106427,0.741454,0.039134,0.000833,0.064929,203.700241,0.500000,0.866025
2012,1,15.000000,160.000000,17.500000,162.500000,1900.400000,3.523469,1.176068,0.886129,5.585666,27.573679,0.910642,62.291206,0.140836,0.932229,0.046715,0.010278,0.060473,203.900314,0.500000,0.866025
2012,1,15.000000,-160.000000,17.500000,-157.500000,1178.270000,5.936670,7.318357,0.905565,14.160591,,,,,,,,,,0.500000,0.866025
2012,1,15.000000,-165.000000,17.500000,-162.500000,9262.240000,6.267490,14.929866,3.324898,24.522254,,,,,,,,,,0.500000,0.866025
2012,1,15.000000,-170.000000,17.500000,-167.500000,1031.610000,5.764775,16.756332,4.915617,27.436725,,,,,,,,,,0.500000,0.866025
2012,1,-15.000000,-135.000000,-12.500000,-132.500000,14333.460000,0.883527,20.800630,1.663032,23.347189,,,,,,,,,,0.500000,0.866025
2012,1,-15.000000,-140.000000,-12.500000,-137.500000,2271.290000,1.047863,26.509605,3.404673,30.962140,,,,,,,,,,0.500000,0.866025
2012,1,-15.000000,145.000000,-12.500000,147.500000,2423.360000,24.000561,1.310577,0.273174,25.584313,29.575393,0.758876,14.955317,0.171056,135.351880,0.062847,0.043111,0.108392,198.718765,0.500000,0.866025
2012,1,-15.000000,-145.000000,-12.500000,-142.500000,3308.990000,3.125727,11.778216,9.807524,24.711468,,,,,,,,,,0.500000,0.866025
2012,1,-15.000000,150.000000,-12.500000,152.500000,4242.500000,24.069063,0.557454,8.027814,32.654331,29.825212,0.812031,14.924431,0.121291,133.811546,0.035130,0.059006,0.101699,198.514572,0.500000,0.866025
2012,1,-15.000000,-150.000000,-12.500000,-147.500000,2368.480000,2.444606,11.878927,1.797777,16.121310,,,,,,,,,,0.500000,0.866025
2012,1,-15.000000,155.000000,-12.500000,157.500000,3088.100000,7.915223,1.877206,10.645704,20.438133,29.883698,0.835584,16.860121,0.139570,1.123536,0.036707,0.019444,0.087209,198.150894,0.500000,0.866025
2012,1,-15.000000,-155.000000,-12.500000,-152.500000,3363.820000,2.623208,12.742953,0.452462,15.818623,,,,,,,,,,0.500000,0.866025
