year,month,lat,lon,lat5c,lon5c,hhooks,cpue_yft,cpue_bet,cpue_alb,cpue_total,sst,ssh,mld,current_speed,sst_gradient_max,ssh_variance,front_strength,chl,do_surface,season_sin,season_cos
2016,1,0.000000,120.000000,2.500000,122.500000,22471.260000,8.154327,2.755742,0.000000,10.910069,29.131929,0.543239,16.382435,0.284372,134.050022,0.027459,0.086282,0.111099,201.087631,0.500000,0.866025
2016,1,0.000000,125.000000,2.500000,127.500000,29961.680000,8.154316,2.755753,0.000000,10.910069,28.720797,0.452078,15.572333,0.386617,135.580746,0.063863,0.167574,0.112044,201.087067,0.500000,0.866025
2016,1,0.000000,130.000000,2.500000,132.500000,7490.420000,8.154282,2.755787,0.000000,10.910069,28.822702,0.460764,13.705092,0.333626,117.571598,0.033530,0.007224,0.108179,201.350433,0.500000,0.866025
2016,1,0.000000,135.000000,2.500000,137.500000,5217.470000,8.984623,1.574518,0.038333,10.597473,28.941700,0.442199,13.497235,0.398260,0.511375,0.057940,0.000000,0.125787,202.207916,0.500000,0.866025
2016,1,0.000000,140.000000,2.500000,142.500000,3393.760000,9.785607,6.886168,0.099889,16.771663,29.406664,0.502823,13.225324,0.457973,0.496466,0.029288,0.000000,0.097508,202.098999,0.500000,0.866025
2016,1,0.000000,145.000000,2.500000,147.500000,3669.350000,7.847439,17.980024,0.005996,25.833458,29.401899,0.519588,16.522128,0.323607,0.307068,0.014875,0.000000,0.088535,200.709137,0.500000,0.866025
2016,1,0.000000,150.000000,2.500000,152.500000,1273.570000,9.135737,7.087164,0.636007,16.858908,29.286171,0.535034,18.992983,0.328888,0.358754,0.007453,0.000000,0.084185,200.648697,0.500000,0.866025
2016,1,0.000000,155.000000,2.500000,157.500000,4728.570000,7.944262,6.837797,2.004623,16.786682,29.355924,0.548349,20.067828,0.375181,0.299648,0.010612,0.000000,0.085164,199.895111,0.500000,0.866025
2016,1,0.000000,-155.000000,2.500000,-152.500000,1911.530000,2.349427,25.751623,0.047606,28.148656,,,,,,,,,,0.500000,0.866025
2016,1,0.000000,160.000000,2.500000,162.500000,4531.050000,9.185509,7.014268,5.625848,21.825625,29.309747,0.575465,20.627546,0.439859,0.292981,0.016667,0.000000,0.086871,199.473007,0.500000,0.866025
2016,1,0.000000,-160.000000,2.500000,-157.500000,3131.170000,5.048592,24.382898,0.167350,29.598840,,,,,,,,,,0.500000,0.866025
2016,1,0.000000,165.000000,2.500000,167.500000,7509.880000,6.960564,11.188727,0.278034,18.427325,29.317695,0.597737,24.119548,0.498925,92.174541,0.022940,0.002779,0.096418,198.842194,0.500000,0.866025
2016,1,0.000000,-165.000000,2.500000,-162.500000,2730.360000,6.240935,23.861689,0.248319,30.350943,,,,,,,,,,0.500000,0.866025
2016,1,0.000000,170.000000,2.500000,172.500000,4643.330000,8.314507,17.423702,2.586937,28.325146,29.325775,0.609419,29.820324,0.447678,130.207442,0.020480,0.019816,0.096447,198.859116,0.500000,0.866025
2016,1,0.000000,-170.000000,2.500000,-167.500000,11622.110000,5.284066,23.845498,0.202803,29.332367,,,,,,,,,,0.500000,0.866025
2016,1,0.000000,175.000000,2.500000,177.500000,12046.520000,11.158326,15.801576,0.693644,27.653546,29.326999,0.607118,37.627925,0.266801,0.520356,0.006540,0.000000,0.112008,198.917740,0.500000,0.866025
2016,1,0.000000,-175.000000,2.500000,-172.500000,6060.140000,8.231823,17.460818,0.312039,26.004680,,,,,,,,,,0.500000,0.866025
2016,1,5.000000,145.000000,7.500000,147.500000,1544.840000,16.887186,11.490510,0.000000,28.377696,28.412670,0.380179,34.720783,0.283368,0.809449,0.039483,0.001111,0.084844,200.679321,0.500000,0.866025
2016,1,5.000000,155.000000,7.500000,157.500000,1197.690000,6.282093,9.510808,0.307258,16.100159,28.448660,0.422553,42.514526,0.187113,121.598121,0.051457,0.003892,0.080244,200.397186,0.500000,0.866025
2016,1,5.000000,165.000000,7.500000,167.500000,2570.500000,5.677106,9.219607,0.487843,15.384556,28.449702,0.483279,42.144291,0.203029,129.003009,0.076835,0.090368,0.083786,200.394119,0.500000,0.866025
2016,1,5.000000,170.000000,7.500000,172.500000,1703.140000,5.667767,14.288315,0.331153,20.287234,28.385975,0.447110,42.328788,0.266210,130.272269,0.095423,0.085513,0.085962,200.640152,0.500000,0.866025
2016,1,5.000000,-170.000000,7.500000,-167.500000,1071.000000,2.827264,28.916900,0.020542,31.764706,,,,,,,,,,0.500000,0.866025
2016,1,5.000000,175.000000,7.500000,177.500000,3851.730000,5.471567,7.799093,1.340437,14.611097,28.339989,0.469196,50.522123,0.194907,1.115905,0.083051,0.030556,0.084954,201.062546,0.500000,0.866025
2016,1,5.000000,-180.000000,7.500000,-177.500000,1540.080000,12.486364,8.214508,2.306374,23.007246,,,,,,,,,,0.500000,0.866025
