year,month,lat,lon,lat5c,lon5c,hhooks,cpue_yft,cpue_bet,cpue_alb,cpue_total,sst,ssh,mld,current_speed,sst_gradient_max,ssh_variance,front_strength,chl,do_surface,season_sin,season_cos
2014,1,0.000000,120.000000,2.500000,122.500000,23538.290000,15.256546,3.887283,0.000000,19.143829,29.051121,0.663248,19.704852,0.338127,131.311007,0.030496,0.066108,0.107224,201.176254,0.500000,0.866025
2014,1,0.000000,125.000000,2.500000,127.500000,31242.920000,15.284807,3.888081,0.000000,19.172888,28.948189,0.628049,20.253223,0.358374,134.957672,0.052064,0.117665,0.099635,200.332321,0.500000,0.866025
2014,1,0.000000,130.000000,2.500000,132.500000,11278.110000,13.530015,7.794391,0.000000,21.324406,29.301486,0.658266,19.384809,0.261025,117.333540,0.022530,0.005279,0.118899,200.598541,0.500000,0.866025
2014,1,0.000000,135.000000,2.500000,137.500000,4032.770000,11.823387,9.280222,0.127704,21.231312,29.697364,0.695430,20.385602,0.151335,0.442984,0.013513,0.000000,0.093611,200.103882,0.500000,0.866025
2014,1,0.000000,140.000000,2.500000,142.500000,5759.420000,3.537162,23.677037,1.598251,28.812450,29.889995,0.723766,25.452820,0.116874,0.296085,0.010487,0.000000,0.100594,199.316666,0.500000,0.866025
2014,1,0.000000,145.000000,2.500000,147.500000,1859.780000,3.989182,15.488391,0.753853,20.231425,29.916465,0.748786,25.424675,0.089983,0.515678,0.009304,0.000000,0.094136,198.876892,0.500000,0.866025
2014,1,0.000000,150.000000,2.500000,152.500000,2743.020000,12.235784,29.251701,0.231861,41.719346,29.901331,0.765138,25.517841,0.165162,0.457414,0.008387,0.000000,0.075390,198.618881,0.500000,0.866025
2014,1,0.000000,155.000000,2.500000,157.500000,1817.010000,5.809544,6.985652,2.501912,15.297109,29.669481,0.771267,32.669091,0.268924,0.582696,0.018556,0.000000,0.113824,199.001328,0.500000,0.866025
2014,1,0.000000,160.000000,2.500000,162.500000,7341.080000,7.294976,7.267051,1.463000,16.025026,29.486346,0.742835,35.591027,0.245591,0.509253,0.020299,0.000000,0.180750,198.925308,0.500000,0.866025
2014,1,0.000000,-160.000000,2.500000,-157.500000,1438.920000,15.273261,18.725155,0.013204,34.011620,,,,,,,,,,0.500000,0.866025
2014,1,0.000000,165.000000,2.500000,167.500000,11308.790000,6.811781,11.823635,0.587242,19.222658,29.088722,0.718716,24.951003,0.350517,91.850740,0.020587,0.002779,0.204846,198.358673,0.500000,0.866025
2014,1,0.000000,-165.000000,2.500000,-162.500000,3057.920000,24.418559,27.264611,0.000000,51.683170,,,,,,,,,,0.500000,0.866025
2014,1,0.000000,170.000000,2.500000,172.500000,9552.780000,12.029273,11.404010,3.643861,27.077144,28.716821,0.694719,28.686974,0.387435,128.340003,0.021255,0.019537,0.220931,199.212418,0.500000,0.866025
2014,1,0.000000,175.000000,2.500000,177.500000,3063.670000,10.271341,15.910656,0.107388,26.289385,28.336778,0.676301,37.358345,0.409925,0.428586,0.025636,0.000000,0.192212,199.796936,0.500000,0.866025
2014,1,0.000000,-175.000000,2.500000,-172.500000,4253.660000,5.077980,24.923007,0.079696,30.080683,,,,,,,,,,0.500000,0.866025
2014,1,0.000000,-180.000000,2.500000,-177.500000,1743.060000,11.661102,25.638245,0.074008,37.373355,,,,,,,,,,0.500000,0.866025
2014,1,5.000000,135.000000,7.500000,137.500000,1972.420000,13.137161,18.137111,0.000000,31.274272,29.242421,0.617450,26.301099,0.263321,128.880801,0.053876,0.006954,0.082996,199.377289,0.500000,0.866025
2014,1,5.000000,165.000000,7.500000,167.500000,2212.230000,13.616577,11.653852,0.273028,25.543456,28.730448,0.647608,41.030279,0.161123,129.391790,0.055550,0.057224,0.111689,199.893875,0.500000,0.866025
2014,1,5.000000,-165.000000,7.500000,-162.500000,1087.390000,9.022522,32.884246,0.000000,41.906768,,,,,,,,,,0.500000,0.866025
2014,1,5.000000,170.000000,7.500000,172.500000,1515.480000,18.569034,19.151028,0.723203,38.443266,28.590489,0.631103,42.830648,0.150764,129.376408,0.054563,0.029536,0.144222,200.236008,0.500000,0.866025
2014,1,5.000000,175.000000,7.500000,177.500000,4703.290000,10.006400,16.430626,0.104182,26.541208,28.441465,0.613186,61.114632,0.113157,0.663620,0.044557,0.000000,0.176278,200.439407,0.500000,0.866025
2014,1,-5.000000,120.000000,-2.500000,122.500000,30818.500000,15.371189,3.890520,0.000000,19.261710,29.471461,0.676677,18.382255,0.178947,133.963664,0.018919,0.211647,0.108079,200.064819,0.500000,0.866025
2014,1,-5.000000,125.000000,-2.500000,127.500000,46227.750000,15.371179,3.890520,0.000000,19.261699,29.346257,0.676423,25.144088,0.259723,132.936661,0.010800,0.138390,0.092536,199.553864,0.500000,0.866025
2014,1,-5.000000,130.000000,-2.500000,132.500000,15409.250000,15.371157,3.890520,0.000000,19.261677,29.481832,0.701342,29.725371,0.201529,133.186394,0.023312,0.208523,0.129040,198.738480,0.500000,0.866025
2014,1,-5.000000,145.000000,-2.500000,147.500000,3547.150000,6.305062,0.016069,0.000000,6.321131,29.297066,0.729206,26.380324,0.320769,126.551271,0.026317,0.039920,0.303376,200.459747,0.500000,0.866025
2014,1,-5.000000,150.000000,-2.500000,152.500000,1143.600000,5.683806,0.062085,0.000000,5.745890,29.975576,0.751003,22.675978,0.221093,135.293748,0.013800,0.084090,0.210383,199.551147,0.500000,0.866025
2014,1,-5.000000,-155.000000,-2.500000,-152.500000,2815.970000,2.348036,13.487360,0.408385,16.243781,,,,,,,,,,0.500000,0.866025
2014,1,-5.000000,160.000000,-2.500000,162.500000,3554.790000,11.474096,4.761744,1.865933,18.101773,29.974259,0.778808,26.135671,0.295290,0.377704,0.041802,0.000000,0.149782,199.125198,0.500000,0.866025
2014,1,-5.000000,-160.000000,-2.500000,-157.500000,5553.850000,3.113516,16.119989,0.045194,19.278699,,,,,,,,,,0.500000,0.866025
2014,1,-5.000000,165.000000,-2.500000,167.500000,1221.850000,9.716414,2.993821,9.770430,22.480665,29.828280,0.754947,18.090356,0.416126,0.399897,0.047441,0.000000,0.149581,200.473999,0.500000,0.866025
2014,1,-5.000000,-165.000000,-2.500000,-162.500000,3088.650000,4.725365,17.389798,0.034319,22.149483,,,,,,,,,,0.500000,0.866025
