year,month,lat,lon,lat5c,lon5c,hhooks,cpue_yft,cpue_bet,cpue_alb,cpue_total,sst,ssh,mld,current_speed,sst_gradient_max,ssh_variance,front_strength,chl,do_surface,season_sin,season_cos
2017,1,0.000000,120.000000,2.500000,122.500000,2186.800000,12.152460,8.265502,0.000000,20.417962,29.181382,0.652371,13.561699,0.351266,133.026490,0.036741,0.066418,0.100282,200.193176,0.500000,0.866025
2017,1,0.000000,125.000000,2.500000,127.500000,2915.730000,12.152360,8.265512,0.000000,20.417871,29.052177,0.621315,15.222977,0.337160,136.036983,0.055287,0.117665,0.097382,199.511002,0.500000,0.866025
2017,1,0.000000,130.000000,2.500000,132.500000,1972.860000,40.736798,44.781181,0.000000,85.517979,29.127368,0.627634,14.393773,0.324822,117.636836,0.028140,0.005279,0.092809,198.695358,0.500000,0.866025
2017,1,0.000000,140.000000,2.500000,142.500000,1949.220000,9.098511,9.771601,0.404264,19.274376,29.870599,0.709808,21.775975,0.241011,0.590560,0.010412,0.000000,0.077948,197.020096,0.500000,0.866025
2017,1,0.000000,145.000000,2.500000,147.500000,4289.610000,12.050280,6.808078,0.061777,18.920135,30.215980,0.721685,23.734797,0.215250,0.767773,0.005995,0.002222,0.085106,197.325806,0.500000,0.866025
2017,1,0.000000,150.000000,2.500000,152.500000,2404.260000,21.822515,7.295384,0.126026,29.243925,30.270743,0.734063,23.258284,0.227495,0.749418,0.007374,0.000833,0.086163,197.382538,0.500000,0.866025
2017,1,0.000000,155.000000,2.500000,157.500000,3852.180000,11.757498,3.797330,0.066975,15.621804,30.194703,0.743099,26.498333,0.234218,0.474489,0.007281,0.000000,0.086950,197.387878,0.500000,0.866025
2017,1,0.000000,160.000000,2.500000,162.500000,4427.620000,13.631929,9.884543,0.609357,24.125828,29.992401,0.731982,28.921036,0.248944,0.513160,0.013375,0.000000,0.113755,198.223709,0.500000,0.866025
2017,1,0.000000,165.000000,2.500000,167.500000,6863.850000,11.358931,10.230410,0.027973,21.617314,29.406765,0.708111,31.723093,0.306741,93.163109,0.015384,0.002779,0.149686,200.453674,0.500000,0.866025
2017,1,0.000000,-165.000000,2.500000,-162.500000,1002.340000,3.065826,16.900453,0.000000,19.966279,,,,,,,,,,0.500000,0.866025
2017,1,0.000000,170.000000,2.500000,172.500000,4185.030000,10.698848,18.172869,0.222460,29.094176,28.789689,0.688111,29.124778,0.361110,128.796943,0.019153,0.019537,0.227639,202.350250,0.500000,0.866025
2017,1,0.000000,-170.000000,2.500000,-167.500000,4134.420000,3.138530,19.273804,0.000000,22.412334,,,,,,,,,,0.500000,0.866025
2017,1,0.000000,175.000000,2.500000,177.500000,7857.200000,13.322558,17.526091,0.128290,30.976938,28.281576,0.673282,29.444980,0.419163,0.482966,0.023365,0.000000,0.164380,203.103516,0.500000,0.866025
2017,1,0.000000,-175.000000,2.500000,-172.500000,8431.100000,4.026521,28.974985,0.147549,33.149055,,,,,,,,,,0.500000,0.866025
2017,1,0.000000,-180.000000,2.500000,-177.500000,3490.980000,3.637660,23.734023,0.008021,27.379704,,,,,,,,,,0.500000,0.866025
